Province_State,Date,Confirmed,Deaths,new_confirmed,new_death,new_confirmed_growth,new_death_growth,death_rate
Oklahoma,2020-03-07 00:00:00,1,0,1.0,0.0,1.0,0.0,0.0
Oklahoma,2020-03-08 00:00:00,1,0,0.0,0.0,-1.0,0.0,0.0
Oklahoma,2020-03-09 00:00:00,1,0,0.0,0.0,0.0,0.0,0.0
Oklahoma,2020-03-10 00:00:00,2,0,1.0,0.0,1.0,0.0,0.0
Oklahoma,2020-03-11 00:00:00,2,0,0.0,0.0,-1.0,0.0,0.0
Oklahoma,2020-03-12 00:00:00,3,0,1.0,0.0,1.0,0.0,0.0
Oklahoma,2020-03-13 00:00:00,3,0,0.0,0.0,-1.0,0.0,0.0
Oklahoma,2020-03-14 00:00:00,4,0,1.0,0.0,1.0,0.0,0.0
Oklahoma,2020-03-15 00:00:00,4,0,0.0,0.0,-1.0,0.0,0.0
Oklahoma,2020-03-16 00:00:00,10,0,6.0,0.0,6.0,0.0,0.0
Oklahoma,2020-03-17 00:00:00,17,0,7.0,0.0,1.0,0.0,0.0
Oklahoma,2020-03-18 00:00:00,17,0,0.0,0.0,-7.0,0.0,0.0
Oklahoma,2020-03-19 00:00:00,44,1,27.0,1.0,27.0,1.0,2.272727272727273
Oklahoma,2020-03-20 00:00:00,49,1,5.0,0.0,-22.0,-1.0,2.0408163265306123
Oklahoma,2020-03-21 00:00:00,53,1,4.0,0.0,-1.0,0.0,1.8867924528301887
Oklahoma,2020-03-22 00:00:00,67,2,14.0,1.0,10.0,1.0,2.9850746268656714
Oklahoma,2020-03-23 00:00:00,81,2,14.0,0.0,0.0,-1.0,2.4691358024691357
Oklahoma,2020-03-24 00:00:00,106,3,25.0,1.0,11.0,1.0,2.8301886792452833
Oklahoma,2020-03-25 00:00:00,164,5,58.0,2.0,33.0,1.0,3.048780487804878
Oklahoma,2020-03-26 00:00:00,248,7,84.0,2.0,26.0,0.0,2.82258064516129
Oklahoma,2020-03-27 00:00:00,322,8,74.0,1.0,-10.0,-1.0,2.484472049689441
Oklahoma,2020-03-28 00:00:00,377,15,55.0,7.0,-19.0,6.0,3.978779840848806
Oklahoma,2020-03-29 00:00:00,429,16,52.0,1.0,-3.0,-6.0,3.7296037296037294
Oklahoma,2020-03-30 00:00:00,481,16,52.0,0.0,0.0,-1.0,3.3264033264033266
Oklahoma,2020-03-31 00:00:00,568,23,87.0,7.0,35.0,7.0,4.049295774647888
Oklahoma,2020-04-01 00:00:00,721,30,153.0,7.0,66.0,0.0,4.160887656033287
Oklahoma,2020-04-02 00:00:00,881,34,160.0,4.0,7.0,-3.0,3.859250851305335
Oklahoma,2020-04-03 00:00:00,990,38,109.0,4.0,-51.0,0.0,3.8383838383838382
Oklahoma,2020-04-04 00:00:00,1161,42,171.0,4.0,62.0,0.0,3.6175710594315245
Oklahoma,2020-04-05 00:00:00,1254,46,93.0,4.0,-78.0,0.0,3.6682615629984054
Oklahoma,2020-04-06 00:00:00,1329,51,75.0,5.0,-18.0,1.0,3.837471783295711
Oklahoma,2020-04-07 00:00:00,1474,67,145.0,16.0,70.0,11.0,4.545454545454546
Oklahoma,2020-04-08 00:00:00,1526,79,52.0,12.0,-93.0,-4.0,5.176933158584535
Oklahoma,2020-04-09 00:00:00,1686,80,160.0,1.0,108.0,-11.0,4.744958481613286
Oklahoma,2020-04-10 00:00:00,1794,88,108.0,8.0,-52.0,7.0,4.9052396878483835
Oklahoma,2020-04-11 00:00:00,1868,94,74.0,6.0,-34.0,-2.0,5.032119914346895
Oklahoma,2020-04-12 00:00:00,1970,96,102.0,2.0,28.0,-4.0,4.873096446700507
Oklahoma,2020-04-13 00:00:00,2069,99,99.0,3.0,-3.0,1.0,4.784920251329145
Oklahoma,2020-04-14 00:00:00,2184,108,115.0,9.0,16.0,6.0,4.945054945054945
Oklahoma,2020-04-15,2263,123,79.0,15.0,-36.0,6.0,5.435262925320371
Oregon,2020-03-01 00:00:00,1,0,-2262.0,-123.0,-2341.0,-138.0,0.0
Oregon,2020-03-02 00:00:00,3,0,2.0,0.0,2264.0,123.0,0.0
Oregon,2020-03-03 00:00:00,3,0,0.0,0.0,-2.0,0.0,0.0
Oregon,2020-03-04 00:00:00,3,0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-03-05 00:00:00,3,0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-03-06 00:00:00,3,0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-03-07 00:00:00,6,0,3.0,0.0,3.0,0.0,0.0
Oregon,2020-03-08 00:00:00,14,0,8.0,0.0,5.0,0.0,0.0
Oregon,2020-03-09 00:00:00,14,0,0.0,0.0,-8.0,0.0,0.0
Oregon,2020-03-10 00:00:00,14,0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-03-11 00:00:00,19,0,5.0,0.0,5.0,0.0,0.0
Oregon,2020-03-12 00:00:00,24,0,5.0,0.0,0.0,0.0,0.0
Oregon,2020-03-13 00:00:00,30,0,6.0,0.0,1.0,0.0,0.0
Oregon,2020-03-14 00:00:00,36,0,6.0,0.0,0.0,0.0,0.0
Oregon,2020-03-15 00:00:00,36,1,0.0,1.0,-6.0,1.0,2.7777777777777777
Oregon,2020-03-16 00:00:00,39,1,3.0,0.0,3.0,-1.0,2.564102564102564
Oregon,2020-03-17 00:00:00,66,1,27.0,0.0,24.0,0.0,1.5151515151515151
Oregon,2020-03-18 00:00:00,75,3,9.0,2.0,-18.0,2.0,4.0
Oregon,2020-03-19 00:00:00,88,3,13.0,0.0,4.0,-2.0,3.4090909090909087
Oregon,2020-03-20 00:00:00,114,3,26.0,0.0,13.0,0.0,2.631578947368421
Oregon,2020-03-21 00:00:00,137,4,23.0,1.0,-3.0,1.0,2.9197080291970803
Oregon,2020-03-22 00:00:00,161,5,24.0,1.0,1.0,0.0,3.1055900621118013
Oregon,2020-03-23 00:00:00,191,5,30.0,0.0,6.0,-1.0,2.6178010471204187
Oregon,2020-03-24 00:00:00,210,8,19.0,3.0,-11.0,3.0,3.8095238095238098
Oregon,2020-03-25 00:00:00,266,10,56.0,2.0,37.0,-1.0,3.7593984962406015
Oregon,2020-03-26 00:00:00,316,11,50.0,1.0,-6.0,-1.0,3.481012658227848
Oregon,2020-03-27 00:00:00,416,12,100.0,1.0,50.0,0.0,2.8846153846153846
Oregon,2020-03-28 00:00:00,479,13,63.0,1.0,-37.0,0.0,2.7139874739039667
Oregon,2020-03-29 00:00:00,548,13,69.0,0.0,6.0,-1.0,2.3722627737226274
Oregon,2020-03-30 00:00:00,606,16,58.0,3.0,-11.0,3.0,2.6402640264026402
Oregon,2020-03-31 00:00:00,690,18,84.0,2.0,26.0,-1.0,2.608695652173913
Oregon,2020-04-01 00:00:00,736,19,46.0,1.0,-38.0,-1.0,2.5815217391304346
Oregon,2020-04-02 00:00:00,826,21,90.0,2.0,44.0,1.0,2.5423728813559325
Oregon,2020-04-03 00:00:00,899,22,73.0,1.0,-17.0,-1.0,2.4471635150166855
Oregon,2020-04-04 00:00:00,899,22,0.0,0.0,-73.0,-1.0,2.4471635150166855
Oregon,2020-04-05 00:00:00,1068,27,169.0,5.0,169.0,5.0,2.528089887640449
Oregon,2020-04-06 00:00:00,1068,27,0.0,0.0,-169.0,-5.0,2.528089887640449
Oregon,2020-04-07 00:00:00,1132,29,64.0,2.0,64.0,2.0,2.5618374558303887
Oregon,2020-04-08 00:00:00,1181,33,49.0,4.0,-15.0,2.0,2.79424216765453
Oregon,2020-04-09 00:00:00,1321,44,140.0,11.0,91.0,7.0,3.3308099924299777
Oregon,2020-04-10 00:00:00,1322,44,1.0,0.0,-139.0,-11.0,3.3282904689863844
Oregon,2020-04-11 00:00:00,1371,48,49.0,4.0,48.0,4.0,3.50109409190372
Oregon,2020-04-12 00:00:00,1527,52,156.0,4.0,107.0,0.0,3.4053700065487886
Oregon,2020-04-13 00:00:00,1584,53,57.0,1.0,-99.0,-3.0,3.345959595959596
Oregon,2020-04-14 00:00:00,1633,55,49.0,2.0,-8.0,1.0,3.3680342927127986
Oregon,2020-04-15,1663,58,30.0,3.0,-19.0,1.0,3.487672880336741
Pennsylvania,2020-03-01 00:00:00,0,0,-1663.0,-58.0,-1693.0,-61.0,
Pennsylvania,2020-03-02 00:00:00,0,0,0.0,0.0,1663.0,58.0,
Pennsylvania,2020-03-03 00:00:00,0,0,0.0,0.0,0.0,0.0,
Pennsylvania,2020-03-04 00:00:00,0,0,0.0,0.0,0.0,0.0,
Pennsylvania,2020-03-05 00:00:00,0,0,0.0,0.0,0.0,0.0,
Pennsylvania,2020-03-06 00:00:00,2,0,2.0,0.0,2.0,0.0,0.0
Pennsylvania,2020-03-07 00:00:00,2,0,0.0,0.0,-2.0,0.0,0.0
Pennsylvania,2020-03-08 00:00:00,6,0,4.0,0.0,4.0,0.0,0.0
Pennsylvania,2020-03-09 00:00:00,7,0,1.0,0.0,-3.0,0.0,0.0
Pennsylvania,2020-03-10 00:00:00,12,0,5.0,0.0,4.0,0.0,0.0
Pennsylvania,2020-03-11 00:00:00,16,0,4.0,0.0,-1.0,0.0,0.0
Pennsylvania,2020-03-12 00:00:00,22,0,6.0,0.0,2.0,0.0,0.0
Pennsylvania,2020-03-13 00:00:00,41,0,19.0,0.0,13.0,0.0,0.0
Pennsylvania,2020-03-14 00:00:00,47,0,6.0,0.0,-13.0,0.0,0.0
Pennsylvania,2020-03-15 00:00:00,47,0,0.0,0.0,-6.0,0.0,0.0
Pennsylvania,2020-03-16 00:00:00,79,0,32.0,0.0,32.0,0.0,0.0
Pennsylvania,2020-03-17 00:00:00,112,0,33.0,0.0,1.0,0.0,0.0
Pennsylvania,2020-03-18 00:00:00,155,1,43.0,1.0,10.0,1.0,0.6451612903225806
Pennsylvania,2020-03-19 00:00:00,206,1,51.0,0.0,8.0,-1.0,0.48543689320388345
Pennsylvania,2020-03-20 00:00:00,311,1,105.0,0.0,54.0,0.0,0.3215434083601286
Pennsylvania,2020-03-21 00:00:00,399,2,88.0,1.0,-17.0,1.0,0.5012531328320802
Pennsylvania,2020-03-22 00:00:00,509,4,110.0,2.0,22.0,1.0,0.7858546168958742
Pennsylvania,2020-03-23 00:00:00,698,6,189.0,2.0,79.0,0.0,0.8595988538681949
Pennsylvania,2020-03-24 00:00:00,946,8,248.0,2.0,59.0,0.0,0.8456659619450317
Pennsylvania,2020-03-25 00:00:00,1260,15,314.0,7.0,66.0,5.0,1.1904761904761905
Pennsylvania,2020-03-26 00:00:00,1795,18,535.0,3.0,221.0,-4.0,1.0027855153203342
Pennsylvania,2020-03-27 00:00:00,2345,22,550.0,4.0,15.0,1.0,0.9381663113006397
Pennsylvania,2020-03-28 00:00:00,2845,34,500.0,12.0,-50.0,8.0,1.195079086115993
Pennsylvania,2020-03-29 00:00:00,3432,41,587.0,7.0,87.0,-5.0,1.1946386946386947
Pennsylvania,2020-03-30 00:00:00,4155,50,723.0,9.0,136.0,2.0,1.203369434416366
Pennsylvania,2020-03-31 00:00:00,4963,63,808.0,13.0,85.0,4.0,1.2693935119887165
Pennsylvania,2020-04-01 00:00:00,6009,74,1046.0,11.0,238.0,-2.0,1.2314861041770677
Pennsylvania,2020-04-02 00:00:00,7268,90,1259.0,16.0,213.0,5.0,1.2383048981838194
Pennsylvania,2020-04-03 00:00:00,8570,102,1302.0,12.0,43.0,-4.0,1.1901983663943991
Pennsylvania,2020-04-04 00:00:00,10444,136,1874.0,34.0,572.0,22.0,1.3021830716200689
Pennsylvania,2020-04-05 00:00:00,11589,151,1145.0,15.0,-729.0,-19.0,1.302959703166796
Pennsylvania,2020-04-06 00:00:00,13127,179,1538.0,28.0,393.0,13.0,1.3636017368781899
Pennsylvania,2020-04-07 00:00:00,14853,247,1726.0,68.0,188.0,40.0,1.6629637110348077
Pennsylvania,2020-04-08 00:00:00,16631,318,1778.0,71.0,52.0,3.0,1.912091876615958
Pennsylvania,2020-04-09 00:00:00,18300,345,1669.0,27.0,-109.0,-44.0,1.8852459016393444
Pennsylvania,2020-04-10 00:00:00,20051,418,1751.0,73.0,82.0,46.0,2.0846840556580717
Pennsylvania,2020-04-11 00:00:00,21719,503,1668.0,85.0,-83.0,12.0,2.3159445646668817
Pennsylvania,2020-04-12 00:00:00,22938,557,1219.0,54.0,-449.0,-31.0,2.4282849420176125
Pennsylvania,2020-04-13 00:00:00,24292,589,1354.0,32.0,135.0,-22.0,2.4246665568911574
Pennsylvania,2020-04-14 00:00:00,25465,691,1173.0,102.0,-181.0,70.0,2.7135283722756727
Pennsylvania,2020-04-15,26753,779,1288.0,88.0,115.0,-14.0,2.9118229731245093
Puerto Rico,2020-03-01 00:00:00,0,0,-26753.0,-779.0,-28041.0,-867.0,
Puerto Rico,2020-03-02 00:00:00,0,0,0.0,0.0,26753.0,779.0,
Puerto Rico,2020-03-03 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-04 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-05 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-06 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-07 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-08 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-09 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-10 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-11 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-12 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-13 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-14 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-15 00:00:00,0,0,0.0,0.0,0.0,0.0,
Puerto Rico,2020-03-16 00:00:00,5,0,5.0,0.0,5.0,0.0,0.0
Puerto Rico,2020-03-17 00:00:00,5,0,0.0,0.0,-5.0,0.0,0.0
Puerto Rico,2020-03-18 00:00:00,5,0,0.0,0.0,0.0,0.0,0.0
Puerto Rico,2020-03-19 00:00:00,5,0,0.0,0.0,0.0,0.0,0.0
Puerto Rico,2020-03-20 00:00:00,14,0,9.0,0.0,9.0,0.0,0.0
Puerto Rico,2020-03-21 00:00:00,21,1,7.0,1.0,-2.0,1.0,4.761904761904762
Puerto Rico,2020-03-22 00:00:00,23,1,2.0,0.0,-5.0,-1.0,4.3478260869565215
Puerto Rico,2020-03-23 00:00:00,31,2,8.0,1.0,6.0,1.0,6.451612903225806
Puerto Rico,2020-03-24 00:00:00,39,2,8.0,0.0,0.0,-1.0,5.128205128205128
Puerto Rico,2020-03-25 00:00:00,51,2,12.0,0.0,4.0,0.0,3.9215686274509802
Puerto Rico,2020-03-26 00:00:00,64,2,13.0,0.0,1.0,0.0,3.125
Puerto Rico,2020-03-27 00:00:00,79,3,15.0,1.0,2.0,1.0,3.79746835443038
Puerto Rico,2020-03-28 00:00:00,100,3,21.0,0.0,6.0,-1.0,3.0
Puerto Rico,2020-03-29 00:00:00,127,3,27.0,0.0,6.0,0.0,2.3622047244094486
Puerto Rico,2020-03-30 00:00:00,174,6,47.0,3.0,20.0,3.0,3.4482758620689653
Puerto Rico,2020-03-31 00:00:00,239,8,65.0,2.0,18.0,-1.0,3.3472803347280333
Puerto Rico,2020-04-01 00:00:00,286,11,47.0,3.0,-18.0,1.0,3.8461538461538463
Puerto Rico,2020-04-02 00:00:00,316,12,30.0,1.0,-17.0,-2.0,3.79746835443038
Puerto Rico,2020-04-03 00:00:00,316,15,0.0,3.0,-30.0,2.0,4.746835443037975
Puerto Rico,2020-04-04 00:00:00,452,18,136.0,3.0,136.0,0.0,3.982300884955752
Puerto Rico,2020-04-05 00:00:00,475,20,23.0,2.0,-113.0,-1.0,4.2105263157894735
Puerto Rico,2020-04-06 00:00:00,513,21,38.0,1.0,15.0,-1.0,4.093567251461988
Puerto Rico,2020-04-07 00:00:00,573,23,60.0,2.0,22.0,1.0,4.013961605584642
Puerto Rico,2020-04-08 00:00:00,620,24,47.0,1.0,-13.0,-1.0,3.870967741935484
Puerto Rico,2020-04-09 00:00:00,683,33,63.0,9.0,16.0,8.0,4.831625183016105
Puerto Rico,2020-04-10 00:00:00,725,39,42.0,6.0,-21.0,-3.0,5.379310344827586
Puerto Rico,2020-04-11 00:00:00,788,42,63.0,3.0,21.0,-3.0,5.32994923857868
Puerto Rico,2020-04-12 00:00:00,897,44,109.0,2.0,46.0,-1.0,4.9052396878483835
Puerto Rico,2020-04-13 00:00:00,903,45,6.0,1.0,-103.0,-1.0,4.983388704318937
Puerto Rico,2020-04-14 00:00:00,923,45,20.0,0.0,14.0,-1.0,4.8754062838569885
Puerto Rico,2020-04-15,974,51,51.0,6.0,31.0,6.0,5.236139630390143
Recovered,2020-04-15,0,0,-974.0,-51.0,-1025.0,-57.0,
Rhode Island,2020-03-01 00:00:00,1,0,1.0,0.0,975.0,51.0,0.0
Rhode Island,2020-03-02 00:00:00,2,0,1.0,0.0,0.0,0.0,0.0
Rhode Island,2020-03-03 00:00:00,2,0,0.0,0.0,-1.0,0.0,0.0
Rhode Island,2020-03-04 00:00:00,2,0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2020-03-05 00:00:00,2,0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2020-03-06 00:00:00,2,0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2020-03-07 00:00:00,3,0,1.0,0.0,1.0,0.0,0.0
Rhode Island,2020-03-08 00:00:00,3,0,0.0,0.0,-1.0,0.0,0.0
Rhode Island,2020-03-09 00:00:00,3,0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2020-03-10 00:00:00,3,0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2020-03-11 00:00:00,5,0,2.0,0.0,2.0,0.0,0.0
Rhode Island,2020-03-12 00:00:00,3,0,-2.0,0.0,-4.0,0.0,0.0
Rhode Island,2020-03-13 00:00:00,12,0,9.0,0.0,11.0,0.0,0.0
Rhode Island,2020-03-14 00:00:00,20,0,8.0,0.0,-1.0,0.0,0.0
Rhode Island,2020-03-15 00:00:00,20,0,0.0,0.0,-8.0,0.0,0.0
Rhode Island,2020-03-16 00:00:00,21,0,1.0,0.0,1.0,0.0,0.0
Rhode Island,2020-03-17 00:00:00,23,0,2.0,0.0,1.0,0.0,0.0
Rhode Island,2020-03-18 00:00:00,33,0,10.0,0.0,8.0,0.0,0.0
Rhode Island,2020-03-19 00:00:00,44,0,11.0,0.0,1.0,0.0,0.0
Rhode Island,2020-03-20 00:00:00,54,0,10.0,0.0,-1.0,0.0,0.0
Rhode Island,2020-03-21 00:00:00,66,0,12.0,0.0,2.0,0.0,0.0
Rhode Island,2020-03-22 00:00:00,83,0,17.0,0.0,5.0,0.0,0.0
Rhode Island,2020-03-23 00:00:00,106,0,23.0,0.0,6.0,0.0,0.0
Rhode Island,2020-03-24 00:00:00,124,0,18.0,0.0,-5.0,0.0,0.0
Rhode Island,2020-03-25 00:00:00,132,0,8.0,0.0,-10.0,0.0,0.0
Rhode Island,2020-03-26 00:00:00,165,0,33.0,0.0,25.0,0.0,0.0
Rhode Island,2020-03-27 00:00:00,203,0,38.0,0.0,5.0,0.0,0.0
Rhode Island,2020-03-28 00:00:00,239,2,36.0,2.0,-2.0,2.0,0.8368200836820083
Rhode Island,2020-03-29 00:00:00,294,3,55.0,1.0,19.0,-1.0,1.0204081632653061
Rhode Island,2020-03-30 00:00:00,408,4,114.0,1.0,59.0,0.0,0.9803921568627451
Rhode Island,2020-03-31 00:00:00,488,8,80.0,4.0,-34.0,3.0,1.639344262295082
Rhode Island,2020-04-01 00:00:00,566,10,78.0,2.0,-2.0,-2.0,1.76678445229682
Rhode Island,2020-04-02 00:00:00,645,12,79.0,2.0,1.0,0.0,1.8604651162790697
Rhode Island,2020-04-03 00:00:00,711,14,66.0,2.0,-13.0,0.0,1.969057665260197
Rhode Island,2020-04-04 00:00:00,806,17,95.0,3.0,29.0,1.0,2.109181141439206
Rhode Island,2020-04-05 00:00:00,922,25,116.0,8.0,21.0,5.0,2.711496746203905
Rhode Island,2020-04-06 00:00:00,1082,27,160.0,2.0,44.0,-6.0,2.4953789279112755
Rhode Island,2020-04-07 00:00:00,1229,30,147.0,3.0,-13.0,1.0,2.4410089503661516
Rhode Island,2020-04-08 00:00:00,1450,35,221.0,5.0,74.0,2.0,2.413793103448276
Rhode Island,2020-04-09 00:00:00,1727,43,277.0,8.0,56.0,3.0,2.4898668210770123
Rhode Island,2020-04-10 00:00:00,1727,43,0.0,0.0,-277.0,-8.0,2.4898668210770123
Rhode Island,2020-04-11 00:00:00,2349,56,622.0,13.0,622.0,13.0,2.38399318859089
Rhode Island,2020-04-12 00:00:00,2665,63,316.0,7.0,-306.0,-6.0,2.3639774859287055
Rhode Island,2020-04-13 00:00:00,2665,63,0.0,0.0,-316.0,-7.0,2.3639774859287055
Rhode Island,2020-04-14 00:00:00,3251,80,586.0,17.0,586.0,17.0,2.460781298062135
Rhode Island,2020-04-15,3251,80,0.0,0.0,-586.0,-17.0,2.460781298062135
South Carolina,2020-03-01 00:00:00,0,0,-3251.0,-80.0,-3251.0,-80.0,
South Carolina,2020-03-02 00:00:00,0,0,0.0,0.0,3251.0,80.0,
South Carolina,2020-03-03 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Carolina,2020-03-04 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Carolina,2020-03-05 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Carolina,2020-03-06 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Carolina,2020-03-07 00:00:00,2,0,2.0,0.0,2.0,0.0,0.0
South Carolina,2020-03-08 00:00:00,2,0,0.0,0.0,-2.0,0.0,0.0
South Carolina,2020-03-09 00:00:00,3,0,1.0,0.0,1.0,0.0,0.0
South Carolina,2020-03-10 00:00:00,7,0,4.0,0.0,3.0,0.0,0.0
South Carolina,2020-03-11 00:00:00,10,0,3.0,0.0,-1.0,0.0,0.0
South Carolina,2020-03-12 00:00:00,7,0,-3.0,0.0,-6.0,0.0,0.0
South Carolina,2020-03-13 00:00:00,8,0,1.0,0.0,4.0,0.0,0.0
South Carolina,2020-03-14 00:00:00,19,0,11.0,0.0,10.0,0.0,0.0
South Carolina,2020-03-15 00:00:00,19,0,0.0,0.0,-11.0,0.0,0.0
South Carolina,2020-03-16 00:00:00,30,1,11.0,1.0,11.0,1.0,3.3333333333333335
South Carolina,2020-03-17 00:00:00,47,1,17.0,0.0,6.0,-1.0,2.127659574468085
South Carolina,2020-03-18 00:00:00,60,1,13.0,0.0,-4.0,0.0,1.6666666666666667
South Carolina,2020-03-19 00:00:00,80,1,20.0,0.0,7.0,0.0,1.25
South Carolina,2020-03-20 00:00:00,126,3,46.0,2.0,26.0,2.0,2.380952380952381
South Carolina,2020-03-21 00:00:00,174,3,48.0,0.0,2.0,-2.0,1.7241379310344827
South Carolina,2020-03-22 00:00:00,196,3,22.0,0.0,-26.0,0.0,1.530612244897959
South Carolina,2020-03-23 00:00:00,298,5,102.0,2.0,80.0,2.0,1.6778523489932886
South Carolina,2020-03-24 00:00:00,342,5,44.0,0.0,-58.0,-2.0,1.461988304093567
South Carolina,2020-03-25 00:00:00,424,7,82.0,2.0,38.0,2.0,1.650943396226415
South Carolina,2020-03-26 00:00:00,424,9,0.0,2.0,-82.0,0.0,2.1226415094339623
South Carolina,2020-03-27 00:00:00,542,13,118.0,4.0,118.0,2.0,2.3985239852398523
South Carolina,2020-03-28 00:00:00,660,15,118.0,2.0,0.0,-2.0,2.272727272727273
South Carolina,2020-03-29 00:00:00,774,16,114.0,1.0,-4.0,-1.0,2.0671834625323
South Carolina,2020-03-30 00:00:00,925,18,151.0,2.0,37.0,1.0,1.9459459459459458
South Carolina,2020-03-31 00:00:00,1083,22,158.0,4.0,7.0,2.0,2.0313942751615883
South Carolina,2020-04-01 00:00:00,1293,26,210.0,4.0,52.0,0.0,2.010827532869296
South Carolina,2020-04-02 00:00:00,1554,31,261.0,5.0,51.0,1.0,1.9948519948519947
South Carolina,2020-04-03 00:00:00,1700,34,146.0,3.0,-115.0,-2.0,2.0
South Carolina,2020-04-04 00:00:00,1917,40,217.0,6.0,71.0,3.0,2.0865936358894106
South Carolina,2020-04-05 00:00:00,2049,44,132.0,4.0,-85.0,-2.0,2.1473889702293802
South Carolina,2020-04-06 00:00:00,2232,48,183.0,4.0,51.0,0.0,2.1505376344086025
South Carolina,2020-04-07 00:00:00,2417,51,185.0,3.0,2.0,-1.0,2.110053785684733
South Carolina,2020-04-08 00:00:00,2417,51,0.0,0.0,-185.0,-3.0,2.110053785684733
South Carolina,2020-04-09 00:00:00,2793,67,376.0,16.0,376.0,16.0,2.3988542785535265
South Carolina,2020-04-10 00:00:00,3067,72,274.0,5.0,-102.0,-11.0,2.34757091620476
South Carolina,2020-04-11 00:00:00,3211,80,144.0,8.0,-130.0,3.0,2.4914356898162566
South Carolina,2020-04-12 00:00:00,3320,82,109.0,2.0,-35.0,-6.0,2.4698795180722892
South Carolina,2020-04-13 00:00:00,3391,82,71.0,0.0,-38.0,-2.0,2.4181657328221764
South Carolina,2020-04-14 00:00:00,3553,97,162.0,15.0,91.0,15.0,2.7300872502110893
South Carolina,2020-04-15,3656,106,103.0,9.0,-59.0,-6.0,2.899343544857768
South Dakota,2020-03-01 00:00:00,0,0,-3656.0,-106.0,-3759.0,-115.0,
South Dakota,2020-03-02 00:00:00,0,0,0.0,0.0,3656.0,106.0,
South Dakota,2020-03-03 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-04 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-05 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-06 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-07 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-08 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-09 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-10 00:00:00,0,0,0.0,0.0,0.0,0.0,
South Dakota,2020-03-11 00:00:00,8,1,8.0,1.0,8.0,1.0,12.5
South Dakota,2020-03-12 00:00:00,7,1,-1.0,0.0,-9.0,-1.0,14.285714285714285
South Dakota,2020-03-13 00:00:00,8,1,1.0,0.0,2.0,0.0,12.5
South Dakota,2020-03-14 00:00:00,8,1,0.0,0.0,-1.0,0.0,12.5
South Dakota,2020-03-15 00:00:00,8,1,0.0,0.0,0.0,0.0,12.5
South Dakota,2020-03-16 00:00:00,10,1,2.0,0.0,2.0,0.0,10.0
South Dakota,2020-03-17 00:00:00,11,1,1.0,0.0,-1.0,0.0,9.090909090909092
South Dakota,2020-03-18 00:00:00,11,1,0.0,0.0,-1.0,0.0,9.090909090909092
South Dakota,2020-03-19 00:00:00,14,1,3.0,0.0,3.0,0.0,7.142857142857142
South Dakota,2020-03-20 00:00:00,14,1,0.0,0.0,-3.0,0.0,7.142857142857142
South Dakota,2020-03-21 00:00:00,14,1,0.0,0.0,0.0,0.0,7.142857142857142
South Dakota,2020-03-22 00:00:00,21,1,7.0,0.0,7.0,0.0,4.761904761904762
South Dakota,2020-03-23 00:00:00,28,1,7.0,0.0,0.0,0.0,3.571428571428571
South Dakota,2020-03-24 00:00:00,30,1,2.0,0.0,-5.0,0.0,3.3333333333333335
South Dakota,2020-03-25 00:00:00,41,1,11.0,0.0,9.0,0.0,2.4390243902439024
South Dakota,2020-03-26 00:00:00,46,1,5.0,0.0,-6.0,0.0,2.1739130434782608
